M,a,a_inv,e_min,R2,n_points,a_over_sqrtM,r_cap,r_cap_over_sqrtM,e_tail,n_tail,c1_plateau,c1_plateau_sqrtM,c1_used,e_star_nominal_c1,e_star,Kstar_E25000,Kstar_E50000,Kstar_E100000
400,0.0009569417971191271,1044.9956340192261,-9236.400179966899,0.7263842397622375,11,4.784708985595635e-05,50.34375,2.5171875,19840.0,4,0.056213531967721914,1.1242706393544384,0.056213531967721914,nan,nan,nan,nan,nan
