n,d_first,d_last,d_mean,d_centroid,tour_len,hop,Rg2,E_excursion,E_tour,E_hover,M,Emax,K,seed,uniform_w
13,185.14879995759392,121.75443024662259,292.6838847832712,218.33267135982072,1418.8512690123462,118.23760575102885,45719.101185467094,2301.7742265316238,10641.384517592596,416.87760104347024,50,100000,3,4474730,1
15,493.6890990026389,152.4944418427394,404.9667459360951,316.04330593594096,1434.6999969008193,102.47857120720138,74960.7322707247,4846.376556340337,10760.249976756146,397.31293231615075,50,100000,3,4474730,1
19,274.7349173874197,156.76310920803283,356.61665581136083,316.03228151249493,1729.038916092986,96.05771756072144,41731.983361327504,3236.235199465894,12967.791870697396,564.7054629665452,50,100000,3,4474730,1
19,587.3787227433144,107.88394399518006,345.00267675528124,239.90991048141234,1735.594781893895,96.42193232743861,74491.90824840835,5214.4700005387085,13016.960864204213,465.2243463709417,50,100000,3,9944578,1
14,376.77545738431616,172.5437409334057,399.78363434923045,335.0343507776635,1182.260325151478,90.94310193472907,58080.30025605209,4119.893987382914,8866.952438636084,426.73879286108536,50,100000,3,9944578,1
15,211.01134558364893,178.28375377544987,353.08106653769676,273.72777514807007,1548.7503523496293,110.62502516783067,65258.6022171974,2919.713245193241,11615.62764262222,401.0882591347643,50,100000,3,9944578,1
15,449.8042890400323,155.49351903369484,335.47030916926843,262.67897860473624,1705.5202964133143,121.82287831523674,54379.36565144766,4539.733560552953,12791.402223099858,409.12153853923394,50,100000,3,9925823,1
11,631.1542508982312,194.15735081237236,358.749174499711,259.04372765771325,1546.178785919714,154.61787859197142,80140.03083168181,6189.837012829526,11596.340894397856,237.6959067774504,50,100000,3,9925823,1
16,499.6374648441456,168.10777912304764,355.72341307657814,145.09142874138752,1758.2169578413166,117.21446385608778,115547.63714414826,5008.08932975395,13186.627183809875,544.9473571546522,50,100000,3,9925823,1
13,396.35804276918094,67.78415834045411,407.0890018838103,365.03350497414425,1373.1860564024291,114.4321713668691,62835.86210870499,3481.066508322263,10298.895423018219,364.5507394118012,50,100000,3,3820097,1
16,544.0113542309882,80.38001333038373,304.866689986003,256.7028714677052,1559.7860706655606,103.9857380443707,50721.33226019452,4682.93525671029,11698.395529991705,417.3353963256569,50,100000,3,3820097,1
13,483.8935970769919,101.20365172999608,353.4934819133184,200.6825884004436,1576.229801680067,131.35248347333894,97751.3598848482,4388.22936605241,11821.723512600503,381.3545843702666,50,100000,3,3820097,1
14,640.978558427567,68.08890671666794,376.3873607313021,354.1612343839922,1391.1079480550736,107.00830369654412,34857.080391382995,5318.005988581762,10433.309610413053,383.0253297914179,50,100000,3,9535879,1
10,552.4027285318269,133.70431831584054,362.9551211332662,279.0624564209143,1192.88628663789,132.54292073754334,75747.31361427253,5145.8028513575055,8946.647149784174,314.78072889594495,50,100000,3,9535879,1
16,612.2964060742055,144.21180827286344,363.63287031444344,315.24698402566116,1187.9636421908572,79.19757614605714,53826.25289387811,5673.811607603017,8909.727316431428,477.3669973540979,50,100000,3,9535879,1
12,448.2547652858508,73.42751706538117,296.56320012331855,268.82776988431146,1418.6367972129817,128.9669815648165,37865.29400218831,3912.6171176342395,10639.775979097363,295.12686825586013,50,100000,3,8271480,1
13,643.7331655318559,78.18233191857247,418.8322840334692,406.3407022558158,1074.2905629654383,89.52421358045319,38389.29417563434,5414.366230878212,8057.179222240788,414.15660263871246,50,100000,3,8271480,1
17,399.75750793389335,87.59077363878522,301.29177048052173,227.91687106896006,1825.9242501900078,114.12026563687549,47452.46418383239,3655.1121117950893,13694.431876425058,450.97132672974584,50,100000,3,8271480,1
15,569.6356332770564,90.41342549758544,412.67122482296367,328.8478898107993,1842.598300842871,131.61416434591936,80031.90992347932,4950.367940809813,13819.487256321532,482.35012277547565,50,100000,3,6394530,1
13,346.51492479508426,94.30083071389777,305.1651395946727,171.34269219256353,1765.389157976898,147.1157631647415,82276.48393849499,3306.118166317365,13240.418684826736,379.4387864797911,50,100000,3,6394530,1
18,534.4105026430018,116.42997160506894,331.03222967617705,277.25911704890115,1721.5781516487618,101.26930303816246,43256.788881716115,4881.30355686053,12911.836137365714,522.0955103864299,50,100000,3,6394530,1
14,389.57999624100347,93.44020521751663,421.79140880306255,365.8541454247449,1748.5372453195707,134.50286502458238,61908.94284812176,3622.6515109389006,13114.02933989678,351.6250186928103,50,100000,3,8372552,1
13,477.1533161802659,95.57982979947124,422.0903879354694,351.79010321012225,1788.033033486625,149.00275279055208,80576.04521560378,4295.498594848029,13410.247751149687,355.37423897129287,50,100000,3,8372552,1
16,280.8106450989128,131.7353038112792,364.68885532921394,322.8511322216149,1807.8917193624504,120.52611462416336,46262.86896937498,3094.09461682644,13559.187895218378,415.8070470219526,50,100000,3,8372552,1
17,608.8139935423845,71.09015932647836,381.78954141798044,340.81803642818056,1976.7049185450574,123.54405740906608,66359.82638797315,5099.281146516471,14825.28688908793,335.2397205944114,50,100000,3,7662622,1
16,316.6386934998007,177.86546642557798,433.93399796191574,357.99278132553036,1827.3195456485348,121.82130304323566,82930.99962885854,3708.78119944034,13704.896592364012,493.69586548891107,50,100000,3,7662622,1
10,342.43325486700735,216.03450209733057,428.3921849942188,318.8043965342508,1830.07081434409,203.3412015937878,94237.65733742676,4188.508177232535,13725.531107580675,310.39994283475795,50,100000,3,7662622,1
14,387.1125230800068,78.53264480063629,376.59559272157907,257.52676790440006,1795.7971401507489,138.13824155005761,94224.49713373907,3492.3387591048227,13468.478551130616,359.9007852540635,50,100000,3,9758090,1
17,383.72127866743637,132.82393647143743,330.0131754677032,76.41942109698515,1772.9811434084534,110.81132146302834,113203.65902886353,3874.0891135415536,13297.3585755634,600.2155256527695,50,100000,3,9758090,1
14,578.1698888936018,145.1777361591754,411.5898188315399,306.5221723148989,1499.1145601777216,115.31650462905552,88830.36947870065,5425.107187895829,11243.359201332913,375.91347132058644,50,100000,3,9758090,1
