n,d_first,d_last,d_mean,d_centroid,tour_len,hop,Rg2,E_excursion,E_tour,E_hover,M,Emax,K,seed,uniform_w
9,463.9896593861226,49.535964741009046,340.790521012015,284.7343290425939,1113.3576184393114,139.16970230491393,52201.790753855355,3851.4421809534874,8350.182138294836,198.31491201033106,50,50000,4,3862201,0
9,314.68012327714905,87.65291201776783,341.96376611943293,308.87542231285926,1205.3672039135135,150.6709004891892,38225.631716488046,3017.4977647118767,9040.254029351352,290.53495205549547,50,50000,4,3862201,0
11,208.39382285260209,42.07030744660153,289.2595637287431,235.2561739712304,1327.4252412987676,132.74252412987676,48013.84404806776,1878.4809772440271,9955.689309740757,349.27463079885524,50,50000,4,3862201,0
8,511.9035327527107,119.73801162330825,330.49385106901593,308.15038140410815,971.6059816304014,138.80085451862877,32270.59660192013,4737.311582820142,7287.044862228011,246.12708186866774,50,50000,4,772250,0
14,269.98920410632314,142.55950809110857,350.8683935948083,337.94705684363237,1129.5079843329365,86.88522956407203,18711.446568678195,3094.1153414807377,8471.309882497024,383.2324295725009,50,50000,4,772250,0
9,393.1743931088044,112.25548798912229,409.8636480916406,388.11513332974226,1086.2365403492427,135.77956754365533,42515.14694041568,3790.72410823445,8146.77405261932,242.5732160500016,50,50000,4,772250,0
10,275.91366833598516,132.1221542261498,301.96504794903103,293.3246855317231,1213.4478737514937,134.82754152794374,27247.65795907235,3060.2686692160123,9100.859053136202,333.97050129679906,50,50000,4,772250,0
5,236.140784299456,190.04151745898727,315.9065023099623,299.04872423465724,813.0604839705896,203.2651209926474,23369.34681163221,3196.3672631883246,6097.953629779422,135.59255801084993,50,50000,5,4474730,0
5,193.39575656136637,121.75443024662259,323.2545572314035,294.4875283944968,859.6095794499377,214.9023948624844,36621.684415640586,2363.6264010599175,6447.071845874532,156.56547927437336,50,50000,5,4474730,0
8,152.4944418427394,156.76310920803283,286.031078103908,256.5411182948952,964.3813143860199,137.76875919800284,30072.914559493445,2319.4316328807918,7232.859857895149,233.37307963491892,50,50000,5,4474730,0
8,393.7897256104818,179.34654506109607,386.274126390678,378.8303854011791,705.1834073430505,100.74048676329292,13984.51873654069,4298.522030036835,5288.875555072878,231.97963101805533,50,50000,5,4474730,0
6,418.24782487361,243.3744858607561,394.89066800453594,377.1415806320431,617.8176028382499,123.56352056764997,21415.167370903426,4962.167330507746,4633.632021286874,154.4601828966965,50,50000,5,4474730,0
5,435.6026872856204,220.93242849156937,322.6367144549222,301.3656040831821,485.5653812268688,121.3913453067172,18119.79446870898,4924.013368328923,3641.740359201516,103.06459069098169,50,50000,5,9944578,0
8,309.2883507757497,273.8184890306461,400.5223455564559,384.52967732792644,718.9763013461928,102.71090019231326,20779.846078552975,4373.301298547968,5392.322260096446,200.72683809447304,50,50000,5,9944578,0
9,211.01134558364893,172.5437409334057,333.5376684993114,323.75261785397447,836.8976966978114,104.61221208722642,18647.638932744172,2876.66314887791,6276.732725233585,296.17373307650723,50,50000,5,9944578,0
4,457.7614206416158,107.88394399518006,270.2599243962609,221.44773412502138,680.7787662415578,226.9262554138526,39525.6654969329,4242.340234775969,5105.840746811684,92.41964583774549,50,50000,5,9944578,0
7,250.1734163368243,178.28375377544987,330.1574894373942,297.22507665811884,878.0618607720608,146.34364346201014,28395.11135567806,3213.4287758420564,6585.463955790456,157.0361000254788,50,50000,5,9944578,0
7,168.10777912304764,187.75220517590407,307.505946187276,256.8293429540524,936.6013503110644,156.10022505184406,37421.82519112666,2668.949882242138,7024.510127332983,240.55004699341475,50,50000,5,9925823,0
5,578.8366498250688,156.67658528882106,434.1905765334882,418.5547928113248,576.7389999204529,144.18474998011322,36009.814873897005,5516.349263354174,4325.5424994033965,117.5916039545206,50,50000,5,9925823,0
7,155.49351903369484,224.9617254670912,295.67488144241116,262.8902004363587,917.5678099168283,152.92796831947138,27448.763455927827,2853.4143337558958,6881.758574376212,169.33786131125012,50,50000,5,9925823,0
10,216.58072850446078,227.47032409291285,353.32651162585677,349.2627269657287,842.094445916988,93.566049546332,13606.888119207148,3330.3828944803026,6315.70834437741,347.39159790805684,50,50000,5,9925823,0
