layout,M,Emax,K,seed,coord,replan,divert,q,belief,tau,planner,L,Th,J,n_diverts,J_age,J_event,n_replans,n_never,share_never,n_reach_inf,K_reach_i,K_commute_i,r_max,r_c,rmax_over_rc,regime_bnd,P_bar,dup_frac,trunc_frac,empty_frac,T_s_over_t_c,mean_n,catch_rate,T_rev,n_sorties,secs,alloc
core,100,1500000.0,3,4,exclude,launch,0,0.0,prior,0.0,sa,12600.0,43200.0,381489.4773009329,0,345735.2009350703,35754.27636586262,0,0,0.0,0,5.351491471317767,24.025552590692055,7141.218427495743,826.3093092701496,8.642306636728241,2.0148557565475365,308.9796619793017,0.0,0.3217391304347826,0.0,2.350338888823163,35.883720930232556,0.9295774647887324,1076.9806340467214,86,67.78488755226135,reserve_far
core,100,1500000.0,9,2,exclude,launch,0,0.0,prior,0.0,sa,12600.0,43200.0,116162.42698926423,0,111084.43022558064,5077.996763683596,0,0,0.0,1,6.024642709207431,28.554413154042077,6306.0645414764385,698.383974576039,9.029509225644242,2.005822446216075,303.50363799362674,0.0,0.016411378555798686,0.0,0.8820882315474973,14.524017467248909,0.9681818181818181,328.6785540713676,687,202.52738618850708,reserve_far
core,100,1500000.0,4,4,exclude,launch,0,0.0,prior,0.0,sa,12600.0,43200.0,264882.45427302644,0,243641.68488489647,21240.769388129986,0,0,0.0,0,5.351491471317767,27.83187163066967,7141.218427495743,714.6702195001646,9.992326856001165,2.0109991793784276,306.6358022111561,0.0,0.08241758241758242,0.0,1.9810086956162212,31.83823529411765,0.9523809523809523,759.2351506485752,136,86.14300394058228,reserve_far
core,100,1500000.0,6,3,exclude,launch,0,0.0,prior,0.0,sa,12600.0,43200.0,174085.83352797577,0,160155.75858164317,13930.07494633261,0,0,0.0,1,4.940884818166719,34.757389355433666,7762.382610686937,573.3509902968758,13.538622487889395,2.0072075201979307,304.34009662297944,0.0,0.02493765586034913,0.0,1.3445777644200219,22.406666666666666,0.9663461538461539,490.204390622844,300,142.73072385787964,reserve_far
core,100,1500000.0,2,5,exclude,launch,0,0.0,prior,0.0,sa,12600.0,43200.0,699055.7341579926,0,592175.0758587294,106880.65829926312,0,0,0.0,0,5.774317772611485,28.05501393232338,6593.891938148332,705.2360705598187,9.349907376283348,2.021691967858104,313.1563431557296,0.0,0.17721518987341772,0.0,2.2796324418578435,35.01724137931034,0.875,1635.6674357732174,58,33.92413783073425,reserve_far
core,100,1500000.0,7,3,exclude,launch,0,0.0,prior,0.0,sa,12600.0,43200.0,154295.84713198114,0,142109.56729257852,12186.279839402638,0,0,0.0,1,4.940884818166719,31.05253297779831,7762.382610686937,642.0265483574498,12.09043867507674,2.006365136666931,303.8312364895953,0.0,0.039927404718693285,0.0,1.1370575422806264,18.51089588377724,0.9710144927536232,429.57171036929446,413,160.53607296943665,reserve_far
core,100,1500000.0,10,2,exclude,launch,0,0.0,prior,0.0,sa,12600.0,43200.0,102215.21455939271,0,99263.28223997314,2951.932319419573,0,0,0.0,1,6.024642709207431,28.33077564791047,6306.0645414764385,704.0499886075522,8.956842047463665,2.005386239612231,303.2404472404869,0.0,0.010507880910683012,0.0,0.7845668550023087,12.820512820512821,0.9638009049773756,298.648111379053,858,229.72396755218506,reserve_far
core,100,1500000.0,5,4,exclude,launch,0,0.0,prior,0.0,sa,12600.0,43200.0,209519.13552000755,0,195781.20680768508,13737.928712322462,0,0,0.0,0,5.351491471317767,31.745501054805672,7141.218427495743,627.2169212533147,11.385564045730858,2.0089079563878514,305.3685793388132,0.0,0.014492753623188406,0.0,1.6264035456981851,25.62621359223301,0.9523809523809523,621.339982826016,206,114.63024687767029,reserve_far
core,100,1500000.0,3,5,exclude,launch,0,0.0,prior,0.0,sa,12600.0,43200.0,399424.5502893434,0,342130.47118182975,57294.07910751359,0,0,0.0,0,5.774317772611485,27.915977301804872,6593.891938148332,711.2932611291546,9.270285968519856,2.014459129649004,308.73819771846456,0.0,0.3220338983050847,0.0,2.2767089510460212,34.93181818181818,0.9372197309417041,1070.6711815579529,88,67.42178773880005,reserve_far
core,100,1500000.0,8,3,exclude,launch,0,0.0,prior,0.0,sa,12600.0,43200.0,135615.32424421576,0,125121.89540312976,10493.42884108599,0,0,0.0,1,4.940884818166719,31.989226547667638,7762.382610686937,623.4408501617061,12.45087261874732,2.005677009116109,303.41587399941676,0.0,0.03146374829001368,0.0,0.9784913558543368,15.974499089253188,0.9710144927536232,373.831172794595,549,180.78531336784363,reserve_far
core,100,1500000.0,6,4,exclude,launch,0,0.0,prior,0.0,sa,12600.0,43200.0,167794.36105805414,0,159506.29650323465,8288.064554819512,0,0,0.0,1,5.351491471317767,31.515090702293914,7141.218427495743,632.237071889054,11.295159276501417,2.0075273577363055,304.5334129761304,0.0,0.0225,0.0,1.3508836040870063,22.123745819397993,0.9571428571428572,500.54920553255675,299,138.82178139686584,reserve_far
core,100,1500000.0,4,5,exclude,launch,0,0.0,prior,0.0,sa,12600.0,43200.0,265354.722357087,0,244009.24232974186,21345.48002734516,0,0,0.0,0,5.774317772611485,31.28276897737889,6593.891938148332,635.8613305886071,10.370015632251874,2.0109088682707608,306.5810219845413,0.0,0.14054054054054055,0.0,1.9452130420794902,29.906474820143885,0.96875,797.3871353791604,139,92.00542974472046,reserve_far
core,100,1500000.0,2,6,exclude,launch,0,0.0,prior,0.0,sa,12600.0,43200.0,752014.4258001522,0,610621.6859501597,141392.7398499926,0,0,0.0,0,5.052148291863248,35.64404273877191,7584.090639439221,555.071315565287,13.663272496283744,2.0217350983456184,313.18278335739933,0.0,0.19718309859154928,0.0,2.5055329104139044,39.28846153846154,0.8834080717488789,1569.4821184375867,52,35.386733055114746,reserve_far
