layout,M,Emax,K,seed,coord,replan,divert,q,belief,tau,planner,L,Th,J,n_diverts,J_age,J_event,n_replans,n_never,share_never,n_reach_inf,K_reach_i,K_commute_i,r_max,r_c,rmax_over_rc,regime_bnd,P_bar,dup_frac,trunc_frac,empty_frac,T_s_over_t_c,mean_n,catch_rate,T_rev,n_sorties,secs
ring,200,1500000.0,2,2,exclude,launch,0,0.0,prior,0.0,sa,12600.0,43200,4268785.9749693135,0,3358423.461455981,910362.513513333,0,0,0.0,0,4.800997103893391,2.892559964339333,7998.26927637493,6712.354226581016,1.1915743726249834,2.0601685511098267,337.18720702869274,0.0,0.02127659574468085,0.0,3.8495215205597146,32.82857142857143,0.5651105651105651,5798.155903450863,35,24.466177940368652
ring,200,1500000.0,2,3,exclude,launch,0,0.0,prior,0.0,sa,12600.0,43200,4429458.8775011655,0,3445042.6046376848,984416.2728634801,0,0,0.0,0,4.839334046393169,2.917570553440218,7932.266771253912,6658.036233998688,1.1913823374448573,2.0591712686231682,336.5531328830434,0.0,0.02127659574468085,0.0,3.859586019724991,32.77142857142857,0.5591647331786543,5808.7874592257995,35,26.958582401275635
ring,200,1500000.0,2,1,exclude,launch,0,0.0,prior,0.0,sa,12600.0,43200,4218821.184552331,0,3245369.531655701,973451.6528966301,0,0,0.0,0,4.790641138341366,2.939689231837785,8016.279765394607,6603.2186301468555,1.213995812405249,2.0606436396104306,337.4894790738183,0.0,0.0425531914893617,0.0,3.854485844743103,35.17142857142857,0.5872641509433962,5390.712235395725,35,28.531883478164673
ring,200,1500000.0,5,1,exclude,launch,0,0.0,prior,0.0,sa,12600.0,43200,8760230.294683501,0,7282635.912567361,1477594.3821161394,0,15,0.24422727182111129,15,4.790641138341366,2.795346664682573,8016.279765394607,6822.449204336289,1.174985628372217,2.0974132434965282,361.294748100471,0.0,0.0,0.010714285714285714,1.607420989252889,3.2142857142857144,0.36231884057971014,9700.982930000115,210,29.64770269393921
ring,200,1500000.0,5,2,exclude,launch,0,0.0,prior,0.0,sa,12600.0,43200,8068265.3476290675,0,6882249.140940901,1186016.2066881666,0,17,0.2133478829877157,11,4.800997103893391,2.802452313441707,7998.26927637493,6814.3884979776285,1.1737325042076268,2.0945699581485115,359.42501798437036,0.0,0.0035714285714285713,0.0,1.611680398777085,3.2523809523809524,0.3491271820448878,9652.784146027476,210,29.863317489624023
ring,200,1500000.0,3,2,exclude,launch,0,0.0,prior,0.0,sa,12600.0,43200,3174246.539094106,0,2556025.371482352,618221.1676117542,0,0,0.0,0,4.800997103893391,2.9415947711979604,7998.26927637493,6615.225138229065,1.209069851629587,2.055571166345991,334.26914616631063,0.0,0.019417475728155338,0.0,2.634903822703521,19.63157894736842,0.6551724137931034,4402.555043833073,76,31.438719034194946
ring,200,1500000.0,6,1,exclude,launch,0,0.0,prior,0.0,sa,12600.0,43200,25249545.677419633,0,23450416.484413486,1799129.193006146,0,152,0.965152219625626,177,4.790641138341366,2.9362755101932345,8016.279765394607,6395.964737831453,1.2533339525746856,2.1298897702920607,382.9952679031937,0.0,0.002531645569620253,0.012658227848101266,1.3589065442599606,1.5405405405405406,0.1686746987951807,14495.589565274939,296,31.746764183044434
ring,200,1500000.0,3,1,exclude,launch,0,0.0,prior,0.0,sa,12600.0,43200,3410948.0807282985,0,2657590.8613208397,753357.2194074589,0,0,0.0,0,4.790641138341366,2.927032573609939,8016.279765394607,6645.308617941245,1.2063066181383908,2.056445862096635,334.8233578623307,0.0,0.009708737864077669,0.0,2.627838048688958,19.289473684210527,0.6992840095465394,4455.665878076216,76,31.862892866134644
ring,200,1500000.0,3,3,exclude,launch,0,0.0,prior,0.0,sa,12600.0,43200,3381228.3797035962,0,2644662.5420869263,736565.8376166698,0,0,0.0,0,4.839334046393169,2.93968116569836,7932.266771253912,6620.288197933759,1.1981754470643184,2.0553361726904793,334.1203312166969,0.0,0.019417475728155338,0.0,2.6291874106708706,19.56578947368421,0.6635514018691588,4411.275136294621,76,31.89890742301941
ring,200,1500000.0,6,2,exclude,launch,0,0.0,prior,0.0,sa,12600.0,43200,23764878.13332862,0,22327265.944887087,1437612.188441534,0,153,0.9726097928505593,179,4.800997103893391,2.950524479037141,7998.26927637493,6389.51544651551,1.2517802552205655,2.1217433263539305,377.4924270658742,0.0,0.0,0.0025252525252525255,1.3628215955573484,1.6216216216216217,0.185,13690.410743221239,296,32.69195055961609
