layout,M,Emax,L,seed,argmin,rc_meas,rc_oracle_n,rc_exante,n_meas,n_exante,Pb_meas,Pb_exante,rule_meas,rule_oracle_n,rule_exante,rule_fixedpoint,reg_meas,reg_exante,reg_fixedpoint,ratio_meas,ratio_exante,bnd_exante,bnd_meas
core,50,3000000.0,12600.0,5,11,1267.352145880511,415.09125270496884,294.7483635964232,12.041176470588235,70.8117543511426,302.9086718737831,302.4779324695505,11,11,11,11,0.0,0.0,0.0,5.43701371361915,23.37794487833626,2.004121394502927,2.0048360925606774
core,50,3000000.0,12600.0,6,10,1194.9322486707497,453.0306211295426,352.31156120833555,14.963963963963964,89.29609678433295,303.6577596300353,303.2659423879345,9,9,9,9,0.10243881870943006,0.10243881870943006,0.10243881870943006,6.418474559536102,21.769487814017875,2.0054285029908634,2.006077796246452
core,50,3000000.0,12600.0,7,12,1234.4590192208495,367.35580207275814,299.41696506477945,12.742138364779874,76.1065569282203,303.0217512782257,302.580369419709,11,11,11,11,0.07985836466056861,0.07985836466056861,0.07985836466056861,5.334198303586468,21.992238164428073,2.0042914076098777,2.005023633682687
core,50,3000000.0,12600.0,8,11,1265.654083582948,493.8509468317645,397.27824001436466,12.158536585365853,74.79105629493918,302.8755347233989,302.47351690031417,11,11,11,11,0.0,0.0,0.0,5.455260046696409,17.379437028462885,2.004114065400132,2.0047811282785237
core,50,3000000.0,12600.0,9,10,1430.0790980410832,620.9880630958899,510.11410089775046,13.211920529801324,74.24530201570408,302.9360011598129,302.5631662114113,10,10,10,10,0.0,0.0,0.0,5.098140491009058,14.292379179948112,2.0042628577077672,2.0048814211302295
core,50,3000000.0,12600.0,10,12,1149.2476647966296,462.1400617377545,329.0588900923712,12.518072289156626,74.50974316285416,302.95825679254034,302.57960341252385,11,11,11,11,0.0823560650822186,0.0823560650822186,0.0823560650822186,5.7594424129997215,20.115018748809817,2.0042901363857686,2.0049183329878772
core,50,3000000.0,12600.0,11,9,1268.1645536978847,477.3609542631588,332.34939470096947,15.45631067961165,87.94924325405685,303.3979943005503,302.9899187241991,9,9,9,9,0.0,0.0,0.0,6.322989296045032,24.126991131938592,2.004970843232444,2.00564737739851
core,50,3000000.0,12600.0,12,11,1093.9446060768275,365.75590675001496,264.096849930799,12.570588235294117,73.8605523198538,303.06247592819744,302.6390106313879,10,10,10,10,0.1434092586000948,0.1434092586000948,0.1434092586000948,6.379053428258598,26.423378739836966,2.004388720617982,2.0050911665585325
core,100,1500000.0,12600.0,1,5,528.8324443930002,293.4245070181654,274.4526617592483,61.85294117647059,121.31592956666339,313.3342811329946,312.98851962356855,5,5,5,5,0.0,0.0,0.0,13.177258601892865,25.39076076788266,2.021418163834918,2.0219821934733737
core,100,1500000.0,12600.0,2,6,601.3985991370579,359.4866773926715,331.3910347812023,45.06666666666667,87.30376556521426,309.2146839021215,308.9722606633761,6,6,6,6,0.0,0.0,0.0,10.485665497932587,19.029074053376117,2.014843601519262,2.0152416525177994
core,100,1500000.0,12600.0,3,15,504.67380045071826,282.41884542971707,266.89569879586094,60.26470588235294,120.76298199536478,312.1481174804835,311.9335488075825,4,4,4,4,0.3610360308730931,0.3610360308730931,0.3610360308730931,15.380989866631564,29.083955439177416,2.0196952956767404,2.020045942560895
core,100,1500000.0,12600.0,4,5,555.2201998932676,286.981559841056,264.1661097162139,60.05882352941177,123.76317724396452,312.7464853813784,312.3869184948524,5,5,5,5,0.0,0.0,0.0,12.861957163785702,27.033060505631664,2.0204360481265713,2.021023155763176
core,100,1500000.0,12600.0,5,6,604.8577042424195,286.17568270420475,272.7467782720809,61.23529411764706,119.7591997411122,312.6144070367383,312.29744120002175,5,5,5,5,0.1815331730933507,0.1815331730933507,0.1815331730933507,10.901558981392393,24.1758747066502,2.020289895405585,2.02080753497209
core,100,1500000.0,12600.0,6,5,559.4427114543788,312.2635982453669,289.69739814752506,62.26470588235294,134.77864631751348,312.94907603082646,312.6487892014122,5,5,5,5,0.0,0.0,0.0,13.556509869836217,26.179353656387036,2.020863668993747,2.0213538009766356
