n,d_first,d_last,d_mean,d_centroid,tour_len,hop,Rg2,E_excursion,E_tour,E_hover,M,Emax,K,seed,uniform_w
8,507.1219990474286,73.42751706538117,309.31702117358117,305.8072345598624,662.3655302418435,94.62364717740623,35680.06988237219,4354.121370846074,4967.741476813827,282.55257149865463,50,50000,5,8271480,0
10,219.80313905065498,171.9344203483549,328.551044401469,299.69968197216014,889.6469758733356,98.84966398592617,25522.133380455507,2938.0316954925743,6672.352319050016,264.59215208781836,50,50000,5,6394530,0
5,560.6886603336391,94.30083071389777,312.38986728312204,307.56722682544745,637.9468619826775,159.4867154956694,37699.647973271276,4912.421182856526,4784.601464870082,147.0878019683374,50,50000,5,6394530,0
7,226.71847669953874,116.42997160506894,250.30957919188702,177.84721670409823,897.8658156342005,149.6443026057001,36370.9542072396,2573.6133622845573,6733.993617256504,209.12025176909572,50,50000,5,6394530,0
6,395.68283801870535,159.2755689216484,405.8411163327496,398.9665125235547,743.3706949659473,148.67413899318947,26687.903718096397,4162.188052052653,5575.280212244605,232.42558021047603,50,50000,5,6394530,0
6,436.6180827997214,90.41342549758544,289.9115165153017,245.41382054152177,721.517869267349,144.3035738534698,38316.65349217271,3952.736312229801,5411.384019505118,173.3009447290289,50,50000,5,6394530,0
8,95.57982979947124,183.60918731452415,236.3282514690511,181.31975536100853,892.6171152897086,127.51673075567267,33885.38231256656,2093.9176283549655,6694.628364672815,165.94438361413623,50,50000,5,8372552,0
6,575.6227387871011,279.86735252790993,457.02305977874397,455.59927384161847,435.10491669746324,87.02098333949264,12985.326145151424,6416.175684862583,3263.286875230974,195.33519681000033,50,50000,5,8372552,0
7,477.1533161802659,353.8846969729485,395.8948244158702,383.4147622703269,468.44326141636463,78.07387690272743,11969.663123498858,6232.7850986491085,3513.324460622735,153.97189349050805,50,50000,5,8372552,0
7,395.7432557195306,178.52631148246334,369.7603540876054,346.78871494862545,719.0899392433148,119.84832320721914,26737.88318250334,4307.021754014954,5393.174544324861,201.9449887041447,50,50000,5,8372552,0
6,381.69059191975776,131.7353038112792,351.3698841553882,345.69141757942947,638.3420862451651,127.66841724903301,22347.171754837735,3850.694217982777,4787.565646838738,129.55006492730726,50,50000,5,8372552,0
8,274.7349173874197,190.04151745898727,251.82382436178506,228.17325008293798,542.5746851113282,77.51066930161832,13796.074783478285,3485.8232613480527,4069.3101383349617,232.29585456313555,50,50000,6,4474730,0
3,444.9664042733789,427.89381258069847,433.70753311634286,427.7256127665037,176.57198040632173,88.28599020316086,5216.42819587825,6546.45162640558,1324.2898530474129,87.91481729169674,50,50000,6,4474730,0
2,393.7897256104818,156.76310920803283,275.2764174092573,160.07268635928662,506.7513997383552,506.7513997383552,64199.24528419557,4129.14626113886,3800.635498037664,62.34964459404908,50,50000,6,4474730,0
7,514.1911646904704,179.34654506109607,370.00690012690893,368.23455174820344,390.35606906689384,65.05934484448231,14456.604768962146,5201.532823136748,2927.670518001704,186.69785614263623,50,50000,6,4474730,0
4,493.6890990026389,121.75443024662259,380.83811202887995,378.4354721959686,459.50014385895145,153.1667146196505,25099.667818889284,4615.826469369461,3446.251078942136,114.06619443024913,50,50000,6,4474730,0
5,359.484136657431,243.3744858607561,323.5688796966773,311.47789060386276,453.67935035265975,113.41983758816494,10414.119309941063,4521.4396688864035,3402.595127644948,117.59200573703016,50,50000,6,4474730,0
5,218.05470689506092,107.88394399518006,263.0002412586765,238.45586066249416,747.4723740009144,186.8680935002286,24803.23007668391,2444.5398816768075,5606.0428050068585,141.3682005359243,50,50000,6,9944578,0
4,290.1585525340235,273.8184890306461,309.6568622463569,298.9731976718378,332.01346718234726,110.67115572744909,7303.421253433677,4229.827811735023,2490.1010038676045,111.71053178845884,50,50000,6,9944578,0
4,447.4732599469257,250.1734163368243,320.1698062646394,313.1133535242014,327.1052064293672,109.03506880978905,10230.45565288813,5232.350072128124,2453.289048220254,132.89383528047927,50,50000,6,9944578,0
3,523.333861781804,178.28375377544987,343.1289061685274,343.06246283653024,345.6257759732574,172.8128879866287,20006.817457625475,5262.132116679404,2592.193319799431,68.81859878564367,50,50000,6,9944578,0
