n,d_first,d_last,d_mean,tour_len,hop,E_excursion,E_tour,E_hover,M,Emax,K,seed
10,451.23723115899054,177.73376928315636,431.91085851975106,1108.5515071941804,123.17238968824228,4717.282503316102,8314.136303956353,297.60079881572267,50,100000,5,9535879
11,397.2996642919975,144.21180827286344,372.9659456190498,1227.074967294172,122.7074967294172,4061.336044236457,9203.06225470629,299.9909185676179,50,100000,5,9535879
13,462.2280325619515,166.5278613009356,298.5102240015522,1253.9508938247352,104.49590781872793,4715.669203971654,9404.631703685514,293.6385982492091,50,100000,5,8271480
9,448.2547652858508,101.96101676663248,330.7875664012771,1824.9283961242197,228.11604951552746,4126.618365393625,13686.962970931649,262.8827331378116,50,100000,5,8271480
10,358.9556712160615,222.16785658063787,414.13593157298146,1240.0733687188747,137.78592985765275,4358.426458475245,9300.550265391561,228.09613098721275,50,100000,5,8271480
7,547.8969586715473,168.08206464981726,392.21243082585573,1107.9680197386908,184.66133662311515,5369.842674910235,8309.76014804018,157.86111904781913,50,100000,5,8271480
11,337.0751981584346,73.42751706538117,372.679312132473,1283.0474995274976,128.30474995274977,3078.7703641786184,9622.856246456233,365.49061092729124,50,100000,5,8271480
14,623.6497651656963,171.9344203483549,401.1638601988119,1247.5906053854878,95.96850810657598,5966.881391355384,9356.929540391158,337.3798939183633,50,100000,5,6394530
7,471.86679668558844,94.30083071389777,345.4527913683117,1380.0983694625797,230.01639491042997,4246.257205496147,10350.737770969348,181.48168332662672,50,100000,5,6394530
10,445.9431381246451,116.42997160506894,276.7395336185212,1232.1522086296397,136.90580095884886,4217.798322972856,9241.141564722298,312.89230980355023,50,100000,5,6394530
9,500.2142085368703,159.2755689216484,418.5586390562365,1361.2285022645015,170.15356278306268,4946.17333093889,10209.213766983761,300.0849766081076,50,100000,5,6394530
10,532.6489447497817,90.41342549758544,348.9432381067887,1743.4151269928816,193.71279188809797,4672.967776855253,13075.613452446612,348.5510599141167,50,100000,5,6394530
10,636.0747608409379,183.60918731452415,410.0757996177441,1449.42657385185,161.04739709465,6147.629611165966,10870.699303888874,264.1765275398581,50,100000,5,8372552
9,595.6369822289276,279.86735252790993,476.5018747399585,1419.4611885189215,177.4326485648652,6566.282510676282,10645.958913891911,237.5993054712981,50,100000,5,8372552
11,420.8673702875168,280.8106450989128,398.11400176415015,1209.0704743131955,120.90704743131955,5262.585115398222,9068.028557348967,256.25968480780955,50,100000,5,8372552
12,530.1207082393491,93.44020521751663,341.40856706255636,1082.5195712663776,98.41087011512523,4676.706850926494,8118.896784497832,323.08898902173786,50,100000,5,8372552
8,591.3991621158026,131.7353038112792,407.9741407093484,922.2653714024376,131.75219591463394,5423.508494453114,6916.990285518282,186.09993325448008,50,100000,5,8372552
9,522.5906904795768,190.04151745898727,365.5533202557128,955.9656238450935,119.4957029806367,5344.74155953923,7169.742178838202,300.0024393846066,50,100000,6,4474730
8,639.6719573995754,152.4944418427394,421.4089177524323,1209.0794862589262,172.7256408941323,5941.247994317361,9068.096146941947,233.8975994404146,50,100000,6,4474730
8,393.7897256104818,156.76310920803283,266.3646653115478,1158.1378125861188,165.44825894087413,4129.14626113886,8686.03359439589,269.7011190769839,50,100000,6,4474730
11,185.14879995759392,179.34654506109607,387.42495567887295,1206.4528319547574,120.64528319547574,2733.7150876401747,9048.39623966068,353.2571935896557,50,100000,6,4474730
8,320.0821886286331,121.75443024662259,408.90755976335004,1385.0194601323144,197.85992287604492,3313.774641564418,10387.645950992359,191.4713374438362,50,100000,6,4474730
6,673.5549902060845,243.3744858607561,381.8998981149118,770.6404627505805,154.1280925501161,6876.971070501305,5779.803470629354,135.47026725812285,50,100000,6,4474730
13,458.88972573448643,107.88394399518006,323.399753386398,1589.8025375889222,132.48354479907684,4250.802522972499,11923.519031916916,365.57150991775075,50,100000,6,9944578
6,568.9373098939302,273.8184890306461,447.2935625206881,1036.4500134837622,207.29000269675242,6320.668491934322,7773.375101128217,188.17900154228892,50,100000,6,9944578
7,275.1785053952919,279.28561296523634,267.3936162936465,1142.0645134543352,190.34408557572252,4158.480887703961,8565.483850907514,199.38801339882687,50,100000,6,9944578
6,587.3787227433144,327.7691029483284,459.5361300299152,543.4135697311573,108.68271394623146,6863.60869268732,4075.6017729836794,174.86130626578736,50,100000,6,9944578
6,366.5082640337072,178.28375377544987,363.45025277566873,1259.1300232519384,251.8260046503877,4085.940133568678,9443.475174389538,120.91690547647983,50,100000,6,9944578
12,343.58005401226285,269.0755443634847,389.17534565850997,1148.158370622366,104.37803369294237,4594.9169878181065,8611.187779667745,276.76569070924234,50,100000,6,9944578
11,407.3196494864211,187.75220517590407,374.7761195646695,1341.7227150683,134.17227150683,4463.038909967439,10062.92036301225,302.0088027757843,50,100000,6,9925823
11,499.95593140619786,156.67658528882106,459.3696957671323,999.3634600040339,99.93634600040339,4924.743875212642,7495.225950030254,274.66813741512783,50,100000,6,9925823
6,415.82608098543443,235.51344619594548,343.153708591318,628.7014376129074,125.74028752258148,4885.046453860349,4715.260782096805,242.44207126559186,50,100000,6,9925823
9,194.15735081237236,227.47032409291285,331.74818404819547,1118.1222157261452,139.76527696576815,3162.207561789639,8385.91661794609,261.4258138965695,50,100000,6,9925823
7,631.1542508982312,244.72537950164775,417.79870332637836,1074.8044568817722,179.13407614696203,6569.097227999093,8061.033426613292,110.77945607712863,50,100000,6,9925823
6,442.4666820499593,224.9617254670912,315.2416206264857,1261.4625865149937,252.29251730299876,5005.713056377878,9460.969398862453,188.58444758294212,50,100000,6,9925823
8,483.8935970769919,191.0766355624218,365.2199201240562,905.7779566904694,129.39685095578133,5062.276744795603,6793.33467517852,175.3737882682432,50,100000,6,3820097
8,400.3309092508545,222.20527539612755,310.75385472516575,1204.6423390555833,172.09176272222618,4669.021384852365,9034.817542916875,254.63909070798047,50,100000,6,3820097
6,213.58022561698797,225.55078500018496,358.5557642731471,1000.0918333310622,200.01836666621244,3293.482579628797,7500.688749982966,172.72954528050215,50,100000,6,3820097
7,511.7116059566172,67.78415834045411,363.63467521738676,1167.015295698641,194.50254928310684,4346.218232228035,8752.614717739807,204.3900799400016,50,100000,6,3820097
10,257.172077937297,101.20365172999608,305.16899852301,1215.0487570182488,135.00541744647208,2687.817972504698,9112.865677636866,309.9275361838588,50,100000,6,3820097
8,501.5339796655542,80.38001333038373,453.83733226415745,1498.279165666043,214.0398808094347,4364.354947469535,11237.093742495323,194.9606875126627,50,100000,6,3820097
9,397.2996642919975,187.61292556156778,368.3896618569542,1158.4765383157096,144.8095672894637,4386.844423901739,8688.574037367822,249.48906278094748,50,100000,6,9535879
9,589.789088701037,68.08890671666794,388.1354505155993,738.4154448210721,92.30193060263402,4934.084965632787,5538.115836158041,217.86618278805722,50,100000,6,9535879
7,640.978558427567,182.30691643187558,415.92324881442613,895.6003163835047,149.2667193972508,6174.64106144582,6717.002372876285,237.58760617494391,50,100000,6,9535879
10,451.23723115899054,177.73376928315636,431.91085851975106,1108.5515071941804,123.17238968824228,4717.282503316102,8314.136303956353,297.60079881572267,50,100000,6,9535879
10,412.5985585062587,144.21180827286344,370.53257375175497,1208.7041765108004,134.3004640567556,4176.077750843417,9065.281323831003,259.97526478688354,50,100000,6,9535879
5,532.6362725268469,133.70431831584054,386.06855292067127,1250.2547341760305,312.56368354400763,4997.554431320156,9376.91050632023,134.73627042156835,50,100000,6,9535879
5,448.2547652858508,166.5278613009356,333.0234441521663,816.1184206735044,204.0296051683761,4610.869699400898,6120.888155051282,120.22536279542891,50,100000,6,8271480
7,87.59077363878522,101.96101676663248,312.27732614187806,1216.9024890803842,202.81708151339737,1421.6384280406328,9126.76866810288,205.69224690829148,50,100000,6,8271480
10,241.43159846751695,222.16785658063787,402.38352429812704,1274.9920407644593,141.66578230716215,3476.9959128611613,9562.440305733444,217.13510688357616,50,100000,6,8271480
6,547.8969586715473,168.08206464981726,419.0528668900693,1083.5865527490942,216.71731054981882,5369.842674910235,8126.899145618207,133.98938743228777,50,100000,6,8271480
10,337.0751981584346,73.42751706538117,362.3199703056228,1161.9824094462915,129.1091566051435,3078.7703641786184,8714.868070847186,347.59551772649,50,100000,6,8271480
12,462.2280325619515,207.3797166328998,319.302426955649,991.1864509982468,90.1078591816588,5022.058118961385,7433.898382486851,283.33157060326954,50,100000,6,8271480
13,606.3415953677915,171.9344203483549,393.0345283957077,1237.3970083268932,103.11641736057443,5837.070117871098,9280.477562451699,307.174562972793,50,100000,6,6394530
6,398.02273869818873,94.30083071389777,376.53262683084796,1105.5195606130133,221.10391212260265,3692.4267705906486,8291.396704597599,192.42952723015787,50,100000,6,6394530
6,534.4105026430018,116.42997160506894,336.65766396753594,704.7335127256126,140.94670254512252,4881.30355686053,5285.501345442095,201.55333385642393,50,100000,6,6394530
9,450.33559236939396,159.2755689216484,401.57794887352105,1268.3189779036368,158.5398722379546,4572.083709682817,9512.392334277276,336.02043518463466,50,100000,6,6394530
7,381.4312526033664,137.39439692843226,306.1682683487793,1155.4471422297022,192.57452370495037,3891.1923714884897,8665.853566722766,230.06001234513053,50,100000,6,6394530
9,623.6497651656963,90.41342549758544,323.5943354314586,1348.3281592804171,168.54101991005214,5355.4739299746125,10112.46119460313,213.15205198162442,50,100000,6,6394530
5,530.1207082393491,183.60918731452415,451.77674250746685,767.1235441441052,191.7808860360263,5352.97421665405,5753.426581080788,99.54997262881041,50,100000,6,8372552
8,459.29802237936036,279.86735252790993,461.60998630383733,660.8866899124816,94.41238427321166,5543.740311804527,4956.650174343612,221.9692577952707,50,100000,6,8372552
12,420.8673702875168,280.8106450989128,414.5742501362149,1435.5615613318203,130.50559648471094,5262.585115398222,10766.711709988653,271.889732483837,50,100000,6,8372552
11,392.5751503124483,93.44020521751663,324.2529178646661,943.5387886487941,94.35387886487942,3645.1151664747367,7076.540914865956,302.07692555283137,50,100000,6,8372552
5,523.8622216514119,131.7353038112792,343.7278617382652,509.5976565541868,127.3994141385467,4916.981440970183,3821.982424156401,117.10365613944727,50,100000,6,8372552
8,636.0747608409379,286.9108367891453,406.1190470237582,1271.4302967028193,181.63289952897418,6922.391982225625,9535.727225271145,206.78334400931337,50,100000,6,8372552
8,508.13745616678546,190.04151745898727,375.2182141865716,708.7875989648859,101.25537128069799,5236.342302193296,5315.906992236644,243.13956658676364,50,100000,8,4474730
6,447.5720860245711,152.4944418427394,405.7968647597126,1005.107034315068,201.0214068630136,4500.498959004828,7538.30275736301,175.39173706297356,50,100000,8,4474730
6,359.484136657431,185.14879995759392,308.01847548057134,555.4336790285954,111.08673580571909,4084.7470246126873,4165.752592714465,240.30345998964876,50,100000,8,4474730
6,648.1678268316606,179.34654506109607,410.4239002299373,588.3588399799272,117.67176799598545,6206.357789195675,4412.6912998494545,181.85620572555897,50,100000,8,4474730
5,446.66169399613995,121.75443024662259,394.00282842233196,641.2134969704875,160.30337424262189,4263.120931820719,4809.101227278657,123.54784876275656,50,100000,8,4474730
5,673.5549902060845,243.3744858607561,386.38305040640796,615.2183022332355,153.80457555830887,6876.971070501305,4614.137266749266,106.7504468870216,50,100000,8,4474730
7,639.6719573995754,156.76310920803283,369.6993364608175,649.5858221865064,108.26430369775107,5973.262999557061,4871.893666398799,180.73101234294424,50,100000,8,4474730
7,469.9375988017292,192.55300993764715,339.9281457705439,742.2833024867379,123.71388374778964,4968.679565545323,5567.124768650534,232.07967883595245,50,100000,8,4474730
6,537.4646896371733,220.93242849156937,364.7670250818124,521.1122670917475,104.2224534183495,5687.978385965569,3908.3420031881064,108.22720377332828,50,100000,8,9944578
6,568.9373098939302,107.88394399518006,341.87726109352025,968.3462625270315,193.6692525054063,5076.1594041683275,7262.5969689527365,135.7887066797572,50,100000,8,9944578
6,426.3856164107467,178.28375377544987,298.02129158367086,853.0463178132492,170.60926356264983,4535.020276396474,6397.847383599369,157.97076247973854,50,100000,8,9944578
6,587.3787227433144,327.7691029483284,479.2976627606324,678.6739337692871,135.73478675385743,6863.60869268732,5090.054503269654,162.98105222044748,50,100000,8,9944578
4,279.28561296523634,273.8184890306461,275.33876452769357,670.3354776621802,223.44515922072674,4148.2807649691185,5027.516082466352,112.67383690210866,50,100000,8,9944578
6,561.7906297985179,172.5437409334057,315.5644544834416,894.1508157619053,178.83016315238106,5507.507780489427,6706.13111821429,269.9193110012168,50,100000,8,9944578
7,291.9825369061538,246.31878858476284,386.80360870953365,1072.8093952187387,178.80156586978978,4037.2599411818755,8046.07046414054,140.46030741922385,50,100000,8,9944578
6,401.5239844985966,376.77545738431616,394.39294553127246,683.4709187251332,136.69418374502663,5837.245814121846,5126.0318904384985,181.3652198341844,50,100000,8,9944578
8,484.1403702012258,187.75220517590407,370.3460937484044,961.6756039836107,137.38222914051582,5039.194315328474,7212.56702987708,241.32419766049367,50,100000,8,9925823
9,606.0049710416151,156.67658528882106,441.4456638708459,853.8548991866437,106.73186239833046,5720.111672478271,6403.911743899827,225.37812997341842,50,100000,8,9925823
5,580.0997471946432,235.51344619594548,413.6036081068989,800.5876246999765,200.14690617499411,6117.098950429415,6004.407185249824,106.86878625605473,50,100000,8,9925823
6,194.15735081237236,237.40159326094712,331.6371055901523,996.3423417315499,199.26846834631,3236.692080549896,7472.567562986625,182.32061129485092,50,100000,8,9925823
6,468.8614542363497,244.72537950164775,424.6464163582245,932.0175359836825,186.40350719673648,5351.901253034981,6990.131519877618,92.55546002943342,50,100000,8,9925823
3,463.5085106216659,168.10777912304764,282.7323394163914,504.65221805693307,252.32610902846653,4737.122173085351,3784.891635426998,131.89571005651635,50,100000,8,9925823
6,376.7124251353017,227.47032409291285,326.8120517831314,959.449726243326,191.8899452486652,4531.37061921161,7195.872946824946,206.35005500361316,50,100000,8,9925823
5,468.327980434802,224.9617254670912,367.18919322822023,384.5443024540822,96.13607561352055,5199.672794264199,2884.0822684056166,129.80144439074962,50,100000,8,9925823
5,511.7116059566172,191.0766355624218,371.70068552848653,735.3330578513842,183.83326446284605,5270.9118113927925,5514.997933885381,163.54465876383793,50,100000,8,3820097
3,483.8935970769919,222.20527539612755,367.4856384141001,688.8856561014958,344.4428280507479,5295.741543548395,5166.642420761218,61.12311593199529,50,100000,8,3820097
5,564.5567743935512,225.55078500018496,526.7922030239555,679.7884722601091,169.94711806502727,5925.806695453021,5098.413541950818,149.78061992477748,50,100000,8,3820097
4,257.172077937297,67.78415834045411,283.7970030947484,1069.727170993127,356.57572366437563,2437.171772083133,8022.953782448452,117.31308413813382,50,100000,8,3820097
10,259.69515113543486,101.20365172999608,319.4848816543657,1153.4834453317792,128.16482725908656,2706.741021490732,8651.125839988345,323.10389840368373,50,100000,8,3820097
7,568.2490131521661,80.38001333038373,377.8542153329389,987.4548700305221,164.57581167175368,4864.717698619123,7405.911525228916,179.4297194874146,50,100000,8,3820097
4,487.9935754968125,169.39632511828748,333.0933980749693,878.8968720025929,292.9656240008643,4930.42425461325,6591.7265400194465,85.39200708531563,50,100000,8,3820097
11,584.7428631912446,154.69714300549947,358.26249603537195,730.5048538065369,73.05048538065368,5545.8000464755805,5478.7864035490265,281.68947181806914,50,100000,8,3820097
7,431.22341929963716,133.70431831584054,306.238211225988,688.9875270500332,114.83125450833887,4236.958032116083,5167.40645287525,223.9506596925418,50,100000,8,9535879
10,589.789088701037,68.08890671666794,385.62474812086316,799.6724434601551,88.85249371779501,4934.084965632787,5997.543325951164,253.85625497181027,50,100000,8,9535879
5,640.978558427567,182.30691643187558,412.7444856908572,816.2725989095875,204.06814972739687,6174.64106144582,6122.044491821906,158.61190405135096,50,100000,8,9535879
4,394.12950075654675,177.73376928315636,367.2367655836218,570.036550050178,190.01218335005933,4288.974525297774,4275.274125376335,139.13755290610322,50,100000,8,9535879
7,532.6362725268469,144.21180827286344,383.22647880492394,906.0195269693444,151.00325449489074,5076.360605997827,6795.146452270083,155.3201859438517,50,100000,8,9535879
3,336.36514656307327,375.23429866576856,421.3340579202229,544.2436523310853,272.12182616554264,5336.995839216314,4081.8273924831396,74.2399549268239,50,100000,8,9535879
6,612.2964060742055,356.2463384923352,475.02692047717056,351.19883983680364,70.23976796736073,7264.070584249055,2633.991298776027,158.46324590961947,50,100000,8,9535879
7,484.4689786607534,164.3256976217847,408.7029221223488,815.6832954099591,135.94721590165986,4865.960072119036,6117.624715574693,190.68979742618205,50,100000,8,9535879
5,241.43159846751695,166.5278613009356,314.19556022542326,1105.726744783326,276.4316861958315,3059.6959482633943,8292.950585874945,89.91647364280405,50,100000,8,8271480
5,448.2547652858508,101.96101676663248,307.4925252871543,740.6408400337729,185.16021000844322,4126.618365393625,5554.806300253296,99.91826991006478,50,100000,8,8271480
4,87.59077363878522,222.16785658063787,288.53813171419904,866.6755371980714,288.89184573269046,2323.189726645673,6500.066528985536,141.67528121458142,50,100000,8,8271480
3,358.9556712160615,370.9250818345306,388.1809331813816,918.9528781087829,459.47643905439145,5474.105647879441,6892.146585815872,52.77615276929086,50,100000,8,8271480
7,643.7331655318559,168.61086857166467,447.7878079876914,543.9336098390165,90.65560163983609,6092.580255776405,4079.502073792624,236.17374578871983,50,100000,8,8271480
10,414.0445894973806,226.54917056478072,413.1356639922943,693.0988151231627,77.01097945812919,4804.45320046621,5198.24111342372,235.22351557329193,50,100000,8,8271480
7,337.0751981584346,73.42751706538117,324.94857673277073,951.1372161983488,158.52286936639146,3078.7703641786184,7133.529121487616,223.45222097654388,50,100000,8,8271480
9,462.2280325619515,207.3797166328998,319.59918751885266,762.2829514710742,95.28536893388427,5022.058118961385,5717.122136033056,228.8335324740472,50,100000,8,8271480
10,453.92943114643293,171.9344203483549,340.9696478590695,811.0768950554087,90.11965500615652,4693.978886210909,6083.076712915566,244.23169535316393,50,100000,8,6394530
6,450.33559236939396,94.30083071389777,274.45295092087696,1076.2147953631,215.24295907261998,4084.7731731246877,8071.61096522325,193.7127330830007,50,100000,8,6394530
3,436.6180827997214,116.42997160506894,348.5338701838081,687.3097433453888,343.6548716726944,4147.860408035927,5154.823075090416,100.7844484379446,50,100000,8,6394530
8,395.68283801870535,90.41342549758544,386.8754755085291,896.9738885411381,128.13912693444829,3645.721976372181,6727.304164058535,284.7229164793747,50,100000,8,6394530
3,560.6886603336391,308.1181868219103,429.1012306199281,324.2645674270333,162.13228371351664,6516.05135366662,2431.9842557027496,84.99405563348246,50,100000,8,6394530
6,471.86679668558844,219.80313905065498,295.98394057783116,604.1758982836918,120.83517965673836,5187.524518021825,4531.319237127689,149.89855556231092,50,100000,8,6394530
8,606.3415953677915,159.2755689216484,408.8657924615684,802.9149281164096,114.7021325880585,5742.128732170799,6021.861960873071,259.5778783422743,50,100000,8,6394530
5,534.4105026430018,299.94506180815625,380.7032024400294,503.4315930041444,125.8578982510361,6257.666733383685,3775.736947531083,153.59352951218062,50,100000,8,6394530
5,530.1207082393491,183.60918731452415,451.77674250746685,767.1235441441052,191.7808860360263,5352.97421665405,5753.426581080788,99.54997262881041,50,100000,8,8372552
7,479.7724817978205,279.86735252790993,469.08707445111514,593.9932037386548,98.99886728977579,5697.298757442978,4454.94902803991,210.724443257649,50,100000,8,8372552
5,481.6988220573506,353.8846969729485,426.9824098509642,496.9932123915565,124.24830309788912,6266.876392727244,3727.4490929366734,94.22979332142529,50,100000,8,8372552
9,420.8673702875168,95.57982979947124,418.26504270755845,1053.920765732153,131.74009571651914,3873.35400065241,7904.405742991148,243.07681542365708,50,100000,8,8372552
5,523.8622216514119,131.7353038112792,343.7278617382652,509.5976565541868,127.3994141385467,4916.981440970183,3821.982424156401,117.10365613944727,50,100000,8,8372552
5,409.270369272893,286.9108367891453,347.30175167990257,475.02290124497006,118.75572531124251,5221.359045465288,3562.6717593372755,118.25705510563252,50,100000,8,8372552
6,595.6369822289276,280.8106450989128,403.1852636820402,669.2776669047373,133.85553338094746,6573.357204958804,5019.5825017855295,130.83284941384204,50,100000,8,8372552
8,392.5751503124483,93.44020521751663,351.64681277088937,767.0120060801792,109.57314372573988,3645.1151664747367,5752.590045601344,253.4498548047202,50,100000,8,8372552
4,648.1678268316606,190.04151745898727,413.76049104837574,478.6847873105903,159.56159577019676,6286.570082179859,3590.135904829427,118.18271574221102,50,100000,10,4474730
5,444.9664042733789,152.4944418427394,397.4418205067409,671.7758366434393,167.94395916085983,4480.956345870887,5038.318774825795,148.54639020151953,50,100000,10,4474730
2,393.7897256104818,185.14879995759392,289.4692627840379,209.13251071920558,209.13251071920558,4342.038941760568,1568.4938303940419,96.83548147338857,50,100000,10,4474730
6,469.9375988017292,206.76024390417263,428.52061955895056,547.3974918813315,109.47949837626629,5075.233820294264,4105.481189109986,210.7801127045382,50,100000,10,4474730
3,493.6890990026389,121.75443024662259,344.5637847076238,428.3162021132646,214.1581010566323,4615.826469369461,3212.3715158494842,100.78863395708115,50,100000,10,4474730
4,446.66169399613995,290.61427166763707,389.59691252015847,427.2372021588081,142.4124007196027,5529.5697424783275,3204.2790161910607,61.85662066827577,50,100000,10,4474730
7,447.5720860245711,156.76310920803283,342.2564976929597,615.0165543377227,102.50275905628712,4532.513964244529,4612.62415753292,168.01997451893155,50,100000,10,4474730
6,522.5906904795768,192.55300993764715,318.25990359867967,570.9646806511315,114.1929361302263,5363.57775312918,4282.235104883486,184.1309422435019,50,100000,10,4474730
8,322.0643555757218,179.34654506109607,327.21865284808007,534.3070557626374,76.32957939466249,3760.5817547761335,4007.3029182197806,258.7298386031828,50,100000,10,4474730
3,359.484136657431,243.3744858607561,331.92651213051346,346.04201762246396,173.02100881123198,4521.4396688864035,2595.3151321684795,78.49459987442981,50,100000,10,4474730
7,291.9825369061538,220.93242849156937,321.7726212193721,774.2640941612781,129.04401569354636,3846.8622404829243,5806.980706209586,150.1344196462003,50,100000,10,9944578
4,347.91725061432066,212.9800233295434,278.70440652256497,528.6574897385311,176.21916324617703,4206.72955457898,3964.9311730389836,115.06834220902368,50,100000,10,9944578
6,521.0832281712825,273.8184890306461,370.348601484354,424.4171707355905,84.8834341471181,5961.7628790144645,3183.1287805169286,171.23452519054757,50,100000,10,9944578
2,426.3856164107467,327.7691029483284,377.07735967953755,324.8305652375901,324.8305652375901,5656.160395193063,2436.229239281926,54.12910862073625,50,100000,10,9944578
4,493.1125742226843,246.31878858476284,348.2721892470321,567.3851430468111,189.1283810156037,5545.735221055854,4255.388572851083,125.32831463674255,50,100000,10,9944578
6,282.5130437430903,211.01134558364893,314.4262859030228,700.6409015449376,140.1281803089875,3701.432919950544,5254.806761587032,168.13870477305932,50,100000,10,9944578
7,332.52743962595184,172.5437409334057,386.106554005587,717.1753742953279,119.52922904922131,3788.033854195182,5378.815307214959,194.46841874971562,50,100000,10,9944578
5,487.1403677010502,107.88394399518006,379.9929721214199,664.1312847261231,166.03282118153078,4462.682337721727,4980.984635445923,114.69821244606713,50,100000,10,9944578
3,523.333861781804,178.28375377544987,385.15258157563534,406.8115721890144,203.4057860945072,5262.132116679404,3051.086791417608,59.40852734735553,50,100000,10,9944578
5,568.9373098939302,279.28561296523634,479.8139893049391,462.83969351594436,115.70992337898609,6361.67192144375,3471.2977013695827,137.54770370070815,50,100000,10,9944578
5,499.95593140619786,187.75220517590407,323.6492721299824,530.388995623376,132.597248905844,5157.811024365765,3977.91746717532,157.07410714473482,50,100000,10,9925823
6,499.6374648441456,156.67658528882106,383.4871540468305,644.2536259631161,128.8507251926232,4922.35537599725,4831.9021947233705,141.43630767613206,50,100000,10,9925823
4,194.15735081237236,235.51344619594548,252.52018345575772,705.4051299238687,235.13504330795624,3222.5309775623837,5290.538474429015,77.33146738802868,50,100000,10,9925823
4,442.1821863485865,237.40159326094712,410.04294092371174,386.02513426197686,128.6750447539923,5096.8783470715025,2895.1885069648265,133.08853513553393,50,100000,10,9925823
5,468.8614542363497,244.72537950164775,383.3448494502231,606.2065352101056,151.5516338025264,5351.901253034981,4546.549014075792,85.83944013624325,50,100000,10,9925823
3,463.5085106216659,168.10777912304764,282.7323394163914,504.65221805693307,252.32610902846653,4737.122173085351,3784.891635426998,131.89571005651635,50,100000,10,9925823
5,374.04770906570695,227.47032409291285,316.8319771126973,312.8800333047347,78.22000832618367,4511.3852486896485,2346.60024978551,188.12605895591796,50,100000,10,9925823
5,468.327980434802,224.9617254670912,367.18919322822023,384.5443024540822,96.13607561352055,5199.672794264199,2884.0822684056166,129.80144439074962,50,100000,10,9925823
3,557.3459650034778,228.34937806101948,411.83321070150987,505.53009669051596,252.76504834525798,5892.715072983729,3791.4757251788697,76.73304755831411,50,100000,10,9925823
4,578.8366498250688,286.8901728291016,512.9578852226072,448.7805126001856,149.59350420006186,6492.951169906277,3365.853844501392,141.16226540793295,50,100000,10,9925823
4,445.9641167311864,191.0766355624218,336.69795542145386,541.0062643181063,180.3354214393688,4777.805642202062,4057.5469823857975,126.34903841565979,50,100000,10,3820097
2,483.8935970769919,222.20527539612755,353.0494362365597,610.2404761226397,610.2404761226397,5295.741543548395,4576.803570919798,52.85269002790481,50,100000,10,3820097
3,626.9257667452777,225.55078500018496,476.951549383413,450.81976460892866,225.40988230446433,6393.574138090969,3381.148234566965,116.99378793853288,50,100000,10,3820097
4,477.40211434024565,67.78415834045411,341.5023774846273,742.8893249898301,247.62977499661005,4088.8970451052483,5571.669937423726,93.52201547420175,50,100000,10,3820097
5,511.7116059566172,101.20365172999608,309.2169759916589,497.02833254858484,124.25708313714621,4596.8644326496,3727.712494114386,162.8242265633647,50,100000,10,3820097
5,391.5573710325949,80.38001333038373,315.03930290257034,683.3603713902695,170.84009284756738,3539.53038272234,5125.202785427021,101.0876544717854,50,100000,10,3820097
4,461.4034660677891,169.39632511828748,310.18451489306136,663.1458648937302,221.04862163124338,4730.998433895575,4973.5939867029765,81.88407996825677,50,100000,10,3820097
7,515.0361986011008,154.69714300549947,330.2191088241917,632.566976749795,105.42782945829917,5023.000062049502,4744.252325623463,207.4028223436948,50,100000,10,3820097
8,206.62282448740595,257.172077937297,328.0338056208354,829.9418048318739,118.56311497598199,3478.4617681852724,6224.563536239055,273.9665312751042,50,100000,10,3820097
3,584.7428631912446,356.0870870907741,474.24362337744793,378.15234192299636,189.07617096149818,7056.22462711514,2836.142564422473,33.36483207284856,50,100000,10,3820097
6,336.36514656307327,187.61292556156778,327.5978987071544,760.3297951493442,152.06595902986885,3929.835540934808,5702.473463620082,146.67145933130973,50,100000,10,9535879
6,589.789088701037,306.32926687153804,434.6981365022935,402.83462489370163,80.56692497874033,6720.887666794313,3021.2596867027623,149.63667654222093,50,100000,10,9535879
7,297.07843398842664,351.9787748578274,415.0169422502149,637.0211609409539,106.17019349015898,4867.9290663469055,4777.658707057154,215.4344585490315,50,100000,10,9535879
3,445.84656113579354,177.73376928315636,358.27252052598016,323.809603923521,161.9048019617605,4676.852478142124,2428.572029426408,104.53766171404236,50,100000,10,9535879
5,487.9060047466254,144.21180827286344,345.9221903399462,432.08572627786646,108.02143156946661,4740.883597646166,3240.6429470839985,114.94548861145542,50,100000,10,9535879
2,552.4027285318269,375.23429866576856,463.8185135987977,187.41171395029883,187.41171395029883,6957.277703981966,1405.5878546272413,59.798007753869754,50,100000,10,9535879
5,394.12950075654675,356.2463384923352,404.94903995784426,234.68558670270988,58.67139667567747,5627.818794366614,1760.1419002703242,125.41202292417657,50,100000,10,9535879
6,484.4689786607534,164.3256976217847,364.57295981510043,575.9184805942068,115.18369611884137,4865.960072119036,4319.388604456552,154.81679405656556,50,100000,10,9535879
4,612.2964060742055,68.08890671666794,367.48541174472314,632.1885598713129,210.72951995710432,5102.889845931551,4741.414199034847,110.44489459008786,50,100000,10,9535879
4,420.3381274078899,133.70431831584054,366.85490820919995,570.2310482520995,190.07701608403318,4155.318342927978,4276.732861890747,132.0958448665824,50,100000,10,9535879
4,525.4239990109846,166.5278613009356,332.38655066489986,381.05680071370017,127.01893357123339,5189.638952339402,2857.9260053527514,82.02360280292484,50,100000,10,8271480
