n,d_first,d_last,d_mean,tour_len,hop,E_excursion,E_tour,E_hover,M,Emax,K,seed
12,447.4732599469257,178.28375377544987,328.47458800150974,1521.9652788134372,138.36047989213066,4693.177602917816,11414.739591100779,326.0410255892458,50,50000,3,9944578
15,244.72537950164775,187.75220517590407,342.382381771896,1639.6484799288519,117.11774856634656,3243.5818850816386,12297.36359946639,459.75554311743974,50,50000,3,9925823
14,446.17146193699557,156.67658528882106,445.80711693523523,1564.5251459287085,120.3480881483622,4521.3603541936245,11733.938594465313,382.7097117644478,50,50000,3,9925823
13,402.3459997977377,224.9617254670912,343.7064190416894,1344.2710662621312,112.0225888551776,4704.807939486217,10082.032996965983,363.96876253106825,50,50000,3,9925823
12,474.4070205525583,67.78415834045411,286.3690612474205,1559.2844775406634,141.7531343218785,4066.4338416975934,11694.633581554976,345.8011732773821,50,50000,3,3820097
9,154.69714300549947,222.20527539612755,319.95324457371726,1296.7547426534488,162.0943428316811,2826.7681380122026,9725.660569900867,232.42642476507584,50,50000,3,3820097
12,175.44806994868665,80.38001333038373,337.41124332725695,1509.3705425672636,137.21550386975125,1918.7106245930277,11320.279069254477,284.1665945985304,50,50000,3,3820097
12,673.4826959658393,133.70431831584054,316.2679348548107,1367.275871306782,124.29780648243472,6053.902607112598,10254.569034800865,349.4905766326783,50,50000,3,9535879
16,268.6370357693421,68.08890671666794,392.3340543422286,1799.7515696032326,119.98343797354885,2525.444568645075,13498.136772024245,380.7438822293677,50,50000,3,9535879
11,612.2964060742055,182.30691643187558,425.0600461094598,1306.8627724554146,130.68627724554148,5959.524918795608,9801.47079341561,322.25427675002487,50,50000,3,9535879
11,507.1219990474286,101.96101676663248,396.4000951813123,1152.616828137897,115.2616828137897,4568.122618605457,8644.626211034229,302.16790007131726,50,50000,3,8271480
12,293.57265739052906,87.59077363878522,316.79675642375963,1623.7014354316455,147.60922140287687,2858.725732719857,12177.760765737341,357.59859908981025,50,50000,3,8271480
11,515.9133622460739,73.42751706538117,275.47920061184567,1531.3377546119875,153.13377546119875,4420.056594835913,11485.033159589906,321.97627602529195,50,50000,3,8271480
17,453.92943114643293,171.9344203483549,344.25572247376374,1525.5153643347824,95.3447102709239,4693.978886210909,11441.365232510867,467.73309962198226,50,50000,3,6394530
14,196.17030474601603,159.2755689216484,356.611590104315,1590.101303789354,122.31548490687338,2665.844052507483,11925.759778420155,528.0903495114942,50,50000,3,6394530
11,188.67976425510315,90.41342549758544,286.15985971021917,1807.5711604738879,180.7571160473888,2093.1989231451644,13556.78370355416,290.9778428156242,50,50000,3,6394530
10,591.3991621158026,183.60918731452415,373.43131497784566,1374.9209091210798,152.7689899023422,5812.56262072745,10311.906818408099,234.06716344582242,50,50000,3,8372552
14,190.75840029427715,279.86735252790993,365.2132770056742,1624.9133937249433,124.9933379788418,3529.6931461664035,12186.850452937075,339.94641121806455,50,50000,3,8372552
14,178.52631148246334,280.8106450989128,368.2108437668283,1667.9509330845124,128.30391792957786,3445.027174360321,12509.631998133842,348.257908459615,50,50000,3,8372552
9,331.4505904242088,190.04151745898727,316.60641607342916,1106.3320838356867,138.29151047946084,3911.190809123971,8297.49062876765,241.1216716002648,50,50000,4,4474730
